HS Code,HS Description,Country Name,Year,INR_Cr,USD_Mn
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,MAURITANIA,2025-26,147.2522081,16.344776
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,MOZAMBIQUE,2025-26,3114.6475656,352.915216
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NETHERLAND,2025-26,45.9383042,4.952345
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2025-26,10580.25656,1190.607153
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NORWAY,2025-26,1729.5133684,198.197484
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,OMAN,2025-26,12744.3002771,1426.638849
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,PERU,2025-26,25.4676394,2.867151
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,POLAND,2025-26,0.0051058,0.000594
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2025-26,72956.6669207,8293.149046
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2025-26,776.9983634,88.350318
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2025-26,15088.4899359,1712.154579
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SENEGAL,2025-26,431.4105852,49.251717
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SINGAPORE,2025-26,1938.666005,218.77088
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SPAIN,2025-26,0.0054443,0.000616
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SWITZERLAND,2025-26,4.2494903,0.478469
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,TAIWAN,2025-26,0.1832866,0.021336
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,THAILAND,2025-26,3.4777455,0.396426
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,TRINIDAD,2025-26,610.3365279,69.383829
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U ARAB EMTS,2025-26,57936.7436313,6575.577633
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U K,2025-26,0.2473402,0.028172
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2025-26,20672.0173376,2337.892208
