HS Code,HS Description,Country Name,Year,INR_Cr,USD_Mn
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2019,35441.4626003,5034.8378291893
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2020,24436.2792405,3330.0638339009
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2021,50575.1597171,6828.4677419784
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2022,66023.3913502,8400.9365960761
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2023,42579.4489598,5153.553774
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2024,30593.4931242,3660.649255
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2025,40515.8237343,4647.109115
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",KUWAIT,2026,12139.054529,1328.18434
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2019,66642.0479097,9462.338469536
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2020,38855.8959429,5268.6401878671
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2021,60538.1761429,8180.0292819983
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2022,57919.0000782,7400.0310431497
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2023,21762.6301074,2631.646719
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2024,33819.5550038,4046.983526
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2025,34191.3033766,3930.079843
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",NIGERIA,2026,26649.4905683,2840.481225
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2019,8217.8603158,1164.0186638388
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2020,9575.6146386,1300.6437235821
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2021,6344.9375541,854.4955798668
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2022,12806.7783862,1619.6171802565
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2023,10813.7557205,1311.071897
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2024,8114.3073713,972.733291
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2025,13225.1601821,1517.054663
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",QATAR,2026,12878.7583126,1390.900049
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2019,10276.0630429,1469.7815763348
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2020,6842.8637167,926.6656021367
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2021,17079.3061066,2307.6099107151
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2022,168428.3685944,21003.8858902245
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2023,369348.4033306,44710.472903
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2024,436787.0082,52222.550145
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2025,378393.4345291,43484.642733
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",RUSSIA,2026,270416.6445696,28780.770865
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2019,145658.7714901,20692.1077671847
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2020,92027.8420129,12501.521437175
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2021,132510.6018398,17887.8447712333
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2022,235669.1896055,30033.8089408817
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2023,192394.5513846,23295.20976
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2024,168651.0642797,20164.476903
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2025,174501.1966551,20028.882331
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",SAUDI ARAB,2026,94726.8514732,10199.25137
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2019,32649.2349024,4644.0791531414
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2020,27412.116152,3710.1281563092
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2021,76860.26819,10399.7427082913
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2022,90782.7668275,11537.3212744603
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2023,57618.3078907,6978.585869
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2024,45028.0366385,5374.597116
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2025,85221.3848925,9803.22601
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",U S A,2026,30085.1434428,3232.413896
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2019,1.2847292,0.1837888941
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2020,0.0,0.0
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2021,0.007896,0.0010599155
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2022,0.018977,0.002493068
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2023,0.015888,0.001933
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2024,1.1843256,0.142018
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2025,0.0,0.0
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,ANGOLA,2026,0.0011584,0.000128
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2019,14.1199682,1.9859818382
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2020,3.2501118,0.4411354738
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2021,2.7986847,0.3777110635
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2022,7.1069785,0.9104856072
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2023,9.5753925,1.157877
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2024,10.190636,1.21556
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2025,10.606963,1.210151
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,CANADA,2026,7.09539,0.758473
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2019,2209.5627646,312.2424136645
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2020,7784.2548879,1051.9953926107
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2021,7575.1718463,1028.4043544772
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2022,8081.8879557,1037.6334121237
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2023,4296.0758099,521.075013
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2024,8731.1013155,1044.800232
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2025,5301.8128278,606.839171
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,IRAQ,2026,4249.7373394,463.322381
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2019,994.5145953,140.7697513041
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2020,732.7947652,99.9896434887
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2021,1190.4616798,161.1203997211
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2022,1643.0170343,209.8294901282
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2023,1810.6587011,218.955069
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2024,1534.7049137,183.724493
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2025,1353.0438871,155.484712
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,KUWAIT,2026,1693.5999417,182.484894
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2019,0.003074,0.0004316094
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2020,,
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2021,0.0005027,6.86114e-05
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2022,4.8053642,0.630247917
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2023,0.00513,0.000626
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2024,0.0341184,0.004044
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2025,0.6812387,0.078951
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,NIGERIA,2026,0.0,0.0
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2019,1582.0647989,225.5162691584
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2020,1322.4120049,179.3894549094
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2021,2291.1383824,309.8314071453
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2022,2024.5457928,258.6089811533
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2023,3850.6847903,465.289583
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2024,3126.023859,374.964551
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2025,4353.3323129,497.37775
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,QATAR,2026,432.7825855,47.508162
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2019,2925.3949194,414.1368581392
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2020,2770.5903771,372.1638872516
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2021,5490.5862677,739.4380580153
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2022,16138.1998124,2026.908913032
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2023,37198.6852048,4500.740252
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2024,24627.7534562,2945.091892
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2025,35969.4875119,4147.768105
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,RUSSIA,2026,15598.2943451,1657.675762
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2019,2603.8496807,370.127049555
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2020,2439.1061025,334.3961704115
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2021,7255.2209891,980.1212444569
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2022,9752.6319909,1266.8345175909
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2023,2688.0877984,325.347753
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2024,2697.2614063,322.205404
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2025,1933.532521,222.247959
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,SAUDI ARAB,2026,1929.4528062,205.738314
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2019,886.89962,126.4191866095
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2020,794.114926,107.8721483223
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2021,1420.3937513,192.7679063497
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2022,1387.2490419,178.279510518
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2023,1895.7403041,229.597143
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2024,1525.1879735,182.521002
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2025,2066.9174711,236.845409
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,U S A,2026,1224.999182,131.857743
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2019,6923.5847252,982.930897967
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2020,4494.1537698,610.1410047096
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2021,4662.4964413,628.9461340665
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2022,4373.8817807,557.5182921728
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2023,3720.7226675,449.137562
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2024,8966.9504963,1072.308646
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2025,8543.5045444,975.27052
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,ANGOLA,2026,8929.4868334,956.662504
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2019,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2020,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2021,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2022,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2023,1.8165107,0.220332
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2024,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2025,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2026,,
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2019,153.5697879,21.8168961182
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2020,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2021,50.1781456,6.7351699196
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2022,156.5574918,19.8540507926
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2023,20.1640613,2.420714
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2024,796.5541031,95.247306
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2025,1659.1284565,191.060611
