HS Code,HS Description,Country Name,Financial_Year,INR_Cr,USD_Mn
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2024-25,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2025-26,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,CANADA,2026-27,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2019-20,153.5697879,21.8168961182
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2020-21,0.0,0.0
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2021-22,50.1781456,6.7351699196
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2022-23,156.5574918,19.8540507926
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2023-24,20.1640613,2.420714
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2024-25,796.5541031,95.247306
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2025-26,1659.1284565,191.060611
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,IRAQ,2026-27,348.6679277,38.038081
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2019-20,5549.2708041,787.5944437461
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2020-21,6732.081112,912.2024323486
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2021-22,10084.2342751,1359.2545976238
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2022-23,17262.3740863,2193.0133238628
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2023-24,14737.0219763,1784.579211
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2024-25,16757.2515914,1999.577591
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2025-26,17668.6719929,2025.166443
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,KUWAIT,2026-27,4052.3039343,441.323614
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2019-20,6736.0226765,958.8651043756
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2020-21,6678.2228664,905.9350065147
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2021-22,6294.8327469,846.1201718695
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2022-23,7277.4117179,947.252835896
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2023-24,3428.3237131,415.50342
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2024-25,6801.4513858,812.054078
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2025-26,7756.0463275,887.911279
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,NIGERIA,2026-27,12701.3323725,1355.299402
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2019-20,47928.3367817,6808.3461565669
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2020-21,41299.672074,5598.4420682136
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2021-22,62156.2617379,8399.8440709891
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2022-23,98803.9701411,12568.7148547362
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2023-24,78625.5535648,9517.715193
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2024-25,83510.406032,9981.494496
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2025-26,80363.0716855,9223.151367
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,QATAR,2026-27,16308.5702847,1781.128693
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2019-20,184.76713,26.0346579724
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2020-21,162.2353789,21.6382176414
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2021-22,271.2119225,36.4279765666
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2022-23,447.5822567,57.7853121784
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2023-24,1005.0633801,121.602612
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2024-25,70.2911765,8.417462
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2025-26,602.5084994,69.118716
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,RUSSIA,2026-27,532.0721872,56.674668
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2019-20,13851.8931782,1966.1700443871
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2020-21,12501.5129188,1697.3565924128
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2021-22,19171.6265682,2588.9864341706
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2022-23,23272.8633567,2971.135002444
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2023-24,18553.2346289,2245.216329
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2024-25,19287.1012152,2304.920094
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2025-26,16129.9955872,1850.658704
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,SAUDI ARAB,2026-27,5917.6441398,638.519234
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2019-20,7402.9085035,1050.1910417553
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2020-21,8324.2405567,1120.4170911982
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2021-22,15820.2639292,2137.7511967938
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2022-23,14172.7524083,1794.3567573398
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2023-24,12732.4069261,1541.32799
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2024-25,22263.319813,2659.013652
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2025-26,17751.0153018,2032.649561
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,U S A,2026-27,26972.9722886,2859.347498
